"last_name, first_name","player_id","year","player_age","p_game","p_formatted_ip","pa","ab","hit","single","double","triple","home_run","strikeout","walk","k_percent","bb_percent","batting_avg","slg_percent","on_base_percent","on_base_plus_slg","xba","xslg","woba","xwoba","xobp","xiso","avg_swing_speed","fast_swing_rate","blasts_contact","blasts_swing","squared_up_contact","squared_up_swing","avg_swing_length","swords","exit_velocity_avg","launch_angle_avg","sweet_spot_percent","barrel_batted_rate","hard_hit_percent","avg_best_speed","avg_hyper_speed","whiff_percent","swing_percent"
"Nicolas, Kyle",693312,2024,25,"51","54.2",244,205,51,40,7,0,4,55,32,22.5,13.1,".249",".341",".357","0.698",".237",".358",".315",".323",".352",".120","70.5",16.5,10.4,7.7,34,25.1,"7.2",7,"90","10.8",34,8.5,40.5,"80.218110263","94.167130662",28.2,45.9
"Cannon, Jonathan",686563,2024,23,"23","124.1",522,475,125,80,24,3,18,91,40,17.4,7.7,".263",".440",".324","0.764",".258",".411",".332",".322",".321",".153","71.7",23,12.7,10.2,34.9,28,"7.2",12,"89","14.6",38.3,7.3,36.3,"78.719188912","93.823911325",21.8,47.1
"Assad, Javier",665871,2024,26,"29","147.0",638,562,143,91,30,2,20,124,63,19.4,9.9,".254",".422",".333","0.755",".261",".436",".330",".340",".340",".175","72",27.3,14.7,12.3,35.5,29.8,"7.2",16,"89.1","13.3",36,8.8,39.8,"78.304060092","94.272452936",17.9,42.5
"Teng, Kai-Wei",678906,2024,25,"4","11.0",55,46,15,11,2,0,2,7,8,12.7,14.5,".326",".500",".436","0.936",".300",".487",".410",".396",".415",".187","71.7",28.9,25,22.2,42.5,37.8,"7.2",1,"89.5","13.6",30.8,10.3,51.3,"77.7857625","95.296153333",20.2,41.2
"Dana, Caden",702674,2024,20,"3","10.1",52,43,14,6,3,0,5,8,7,15.4,13.5,".326",".744",".423","1.167",".259",".583",".478",".400",".370",".325","72.5",29.9,16.4,13,39.3,31.2,"7.4",3,"91.2","12.1",19.4,13.9,41.7,"81.613302778","94.634810833",26.9,45.1
"Kimbrel, Craig",518886,2024,36,"57","52.1",232,192,40,25,7,1,7,73,31,31.5,13.4,".208",".365",".329","0.694",".218",".381",".309",".320",".338",".163","71",19.1,12.7,9,32.7,23.1,"7.1",9,"91.1","17.3",37.4,10.6,43.1,"81.560687377","94.92765877",30.9,43
"Arrighetti, Spencer",681293,2024,24,"29","145.0",632,557,139,85,32,1,21,171,65,27.1,10.3,".250",".424",".334","0.758",".229",".384",".332",".311",".317",".155","71.6",25.5,12.1,9.1,30.8,23.2,"7.4",21,"88.9","16.4",38.3,7.7,39.8,"77.934348615","94.124621851",27.7,47.2
"Smith, Cade",671922,2024,25,"74","75.1",289,268,51,30,19,1,1,103,17,35.6,5.9,".190",".280",".246","0.526",".193",".305",".235",".249",".250",".111","71.2",18.3,12.6,9.2,29.7,21.6,"7",12,"90.4","11.8",39.2,8.4,42.8,"80.141377439","94.869903354",30.2,49.9
"Leahy, Kyle",681517,2024,27,"33","48.2",191,178,40,25,11,0,4,33,10,17.3,5.2,".225",".354",".267","0.621",".259",".441",".270",".322",".303",".181","71.5",25.2,15.1,11.9,37.5,29.6,"7.2",6,"89.9","14.8",33.3,6.1,43.5,"79.33400411","94.532200616",22.3,52.2
"Bukauskas, J.B.",656266,2024,27,"6","6.0",22,21,3,2,0,0,1,6,1,27.3,4.5,".143",".286",".182","0.468",".311",".638",".205",".409",".342",".327","71.8",18.9,28,18.9,48,32.4,"7.8",1,"94.2","10.9",40,26.7,53.3,"83.36355125","98.047189333",37.5,45.5
"Crismatt, Nabil",622503,2024,29,"5","7.0",26,26,7,5,1,0,1,6,0,23.1,0,".269",".423",".269","0.692",".306",".540",".297",".361",".306",".233","70.9",16.7,17.4,13.3,43.5,33.3,"7.5",0,"87","10.3",35,10,30,"73.837286","94.0356835",21.6,54.8
"Thompson, Ryan",657044,2024,32,"67","66.1",272,252,64,47,8,4,5,52,15,19.1,5.5,".254",".377",".296","0.673",".258",".405",".290",".309",".302",".148","72.3",28.5,19.4,15.3,37.2,29.3,"7.2",8,"90","-0.5",26.5,7.4,44.6,"78.240616939","95.26022148",23,49.8
"Suarez, Robert",663158,2024,33,"65","65.0",258,240,52,38,7,0,7,59,16,22.9,6.2,".217",".333",".265","0.598",".219",".356",".262",".272",".267",".137","70.8",16.8,9.1,6.9,29.9,22.6,"7",4,"89","16",30.6,7.7,40.4,"78.547847","94.082984222",24.3,55.6
"Santos, Gregory",666619,2024,24,"8","7.1",31,29,7,5,2,0,0,6,1,19.4,3.2,".241",".310",".290","0.600",".237",".316",".269",".270",".287",".079","70.1",15.1,7.1,5.7,28.6,22.6,"7.1",0,"85.7","6.4",21.7,4.3,34.8,"74.142533333","92.947772174",20.3,52.7
"Castro, Miguel",612434,2024,29,"11","13.2",64,59,20,11,5,1,3,8,3,12.5,4.7,".339",".610",".381","0.991",".325",".514",".421",".380",".367",".189","71.4",25,9.4,8.3,31.3,27.8,"7.5",2,"84.6","8.3",38.5,5.8,25,"73.980398846","92.005902941",18.5,46.6
"Espino, Paolo",502179,2024,37,"3","8.2",44,37,14,6,3,2,3,3,5,6.8,11.4,".378",".811",".455","1.266",".342",".657",".512",".453",".425",".315","74.1",48.4,23.6,21,36.4,32.3,"7.5",0,"90.5","20.4",37.1,17.1,45.7,"79.447476667","95.095953714",12.7,44.9
"McMillon, John",669111,2024,26,"10","12.0",47,41,7,6,0,0,1,13,5,27.7,10.6,".171",".244",".261","0.505",".161",".233",".234",".227",".252",".072","71.1",20.9,9.5,6,35.7,22.4,"7.6",1,"85.8","8.6",24.1,3.4,20.7,"75.408372143","92.163365357",37.5,44.4
"Foster, Matt",641582,2024,29,"6","6.2",30,25,5,3,1,0,1,4,5,13.3,16.7,".200",".360",".333","0.693",".261",".576",".313",".409",".384",".315","72.8",31.6,17.6,15.8,35.3,31.6,"7.3",1,"91.2","19.7",47.6,19,47.6,"81.413981818","95.48231381",14.3,45.4
"Hodge, Porter",687863,2024,23,"39","43.0",164,144,19,12,4,1,2,52,19,31.7,11.6,".132",".215",".238","0.453",".175",".273",".214",".253",".275",".098","71.2",20.9,11.8,8.3,32,22.5,"7.3",12,"88.6","13.4",28.3,3.3,35.9,"77.685125652","93.994984239",32.8,45.2
"Burke, Sean",680732,2024,24,"4","19.0",76,69,12,5,5,0,2,22,7,28.9,9.2,".174",".333",".250","0.583",".237",".378",".258",".303",".307",".141","70.8",13.3,11.2,8.1,33.7,24.4,"7.2",3,"90.3","20.8",34,8.5,40.4,"81.316180417","93.76043383",28.8,49.5
"Abreu, Bryan",650556,2024,27,"78","78.1",325,285,59,39,10,1,9,103,32,31.7,9.8,".207",".344",".299","0.643",".199",".330",".288",".282",".293",".132","71.2",16.9,12.8,9,32.3,22.8,"7.4",16,"90.4","16",32.1,8.7,38,"81.143034674","94.097664645",34,46.2
"Barnes, Matt",598264,2024,34,"14","13.1",60,55,16,11,4,0,1,10,4,16.7,6.7,".291",".418",".339","0.757",".300",".502",".331",".367",".347",".202","71.3",22.5,15.9,12.5,38.1,30,"7.6",1,"90.9","17",35.6,8.9,42.2,"81.955901304","94.563877556",21.5,45.1
"Díaz, Jhonathan",646242,2024,27,"5","9.2",47,44,14,8,3,1,2,8,3,17,6.4,".318",".568",".362","0.930",".250",".395",".395",".304",".298",".145","71.1",27.4,19.2,16.1,36.5,30.6,"7.2",0,"89.2","13.9",30.6,2.8,36.1,"79.560541111","93.527963429",15.4,47
"Adam, Jason",592094,2024,32,"74","73.2",282,251,40,26,8,1,5,81,23,28.7,8.2,".159",".259",".245","0.504",".203",".336",".224",".276",".286",".133","71.8",24.5,13.1,8.3,34,21.5,"7.5",9,"88.5","13.8",29.7,6.4,37.8,"77.075266941","94.095814556",38.4,50.3
"Wood, Alex",622072,2024,33,"9","39.1",186,158,51,32,13,0,6,33,19,17.7,10.2,".323",".519",".408","0.927",".302",".486",".398",".386",".396",".185","71.9",22.5,22.6,18.6,36.9,30.4,"7.3",2,"92.3","14.5",41.1,8.5,48.8,"82.281355556","95.94021792",20.7,42.2
"Poteet, Cody",547001,2024,29,"5","24.1",96,87,18,13,3,0,2,16,8,16.7,8.3,".207",".310",".281","0.591",".279",".434",".266",".342",".346",".155","71.9",29.7,13.5,11.5,40.5,34.5,"7.4",2,"91.6","14.1",33.8,5.6,42.3,"83.4293825","94.319656479",15.7,43.2
"Kirby, George",669923,2024,26,"33","191.0",778,740,181,118,38,3,22,179,23,23,3,".245",".393",".272","0.665",".236",".396",".287",".288",".266",".160","71.1",19.2,11.3,8.9,31.6,24.7,"7.1",36,"89","14.8",30.5,8.1,36.3,"78.774593274","93.753520357",24.1,53.4
"Soto, Gregory",642397,2024,29,"66","53.0",244,206,56,40,10,2,4,65,27,26.6,11.1,".272",".398",".374","0.772",".236",".372",".340",".322",".348",".136","70.6",16.3,10.1,7.1,30.4,21.3,"7.4",8,"88.6","6.2",34.7,7.6,43.8,"77.25008","94.261321127",31,47.1
"Fleming, Josh",676596,2024,28,"25","31.1",138,123,34,25,6,0,3,17,14,12.3,10.1,".276",".398",".355","0.753",".257",".374",".334",".320",".339",".117","72",26.2,15,12.3,31.9,26.2,"7.4",0,"86.6","6.6",23.6,3.8,33.3,"74.968682692","93.077588462",18.8,46.8
"Taillon, Jameson",592791,2024,32,"28","165.1",675,633,154,107,24,2,21,125,33,18.5,4.9,".243",".387",".280","0.667",".256",".419",".289",".311",".294",".163","71.9",23,15.8,13.1,37.4,30.9,"7.4",20,"89.7","15.9",32.2,7.2,38.8,"79.650003386","94.067909961",19.5,48.2
"Voth, Austin",608723,2024,32,"68","61.0",248,226,46,28,8,1,9,61,18,24.6,7.3,".204",".367",".271","0.638",".210",".345",".281",".276",".277",".135","71.4",19.6,13.5,9.5,32.4,22.9,"7.4",13,"85.8","16.2",40.4,7.8,29.5,"74.551087439","92.540165854",31.6,48.4
"Jarvis, Bryce",686826,2024,26,"44","59.1",258,218,52,37,9,0,6,38,33,14.7,12.8,".239",".362",".349","0.711",".270",".433",".314",".354",".377",".163","71.1",22.2,11.5,9.3,34,27.3,"7.2",3,"90.5","11.4",34.1,7.1,40.1,"81.272036264","94.194507845",21.8,48.4
"Black, Mason",696131,2024,24,"9","36.1",169,149,46,29,10,0,7,31,15,18.3,8.9,".309",".517",".381","0.898",".283",".497",".387",".373",".360",".214","71.2",23.2,13.9,11.8,33,27.9,"7",4,"89.8","18.4",37.5,10,40.8,"79.451483167","94.468099664",16.4,48
"Bazardo, Eduard",660825,2024,28,"23","27.2",108,98,20,15,3,0,2,33,9,30.6,8.3,".204",".296",".271","0.567",".186",".279",".255",".243",".255",".092","71.2",21.2,10.4,7.6,28,20.6,"7.4",2,"87.3","10.4",21.2,4.5,33.3,"77.042262424","92.956859077",29,45.4
"Ortiz, Luis",682847,2024,25,"37","135.2",556,500,109,68,21,4,16,107,42,19.2,7.6,".218",".372",".288","0.660",".240",".425",".287",".320",".310",".185","71.7",23.7,11.9,9.5,31.5,25.2,"7.3",13,"89","13.9",34.9,8.8,37.7,"78.240775528","94.10121864",21,48.1
"Peralta, Wandy",593974,2024,32,"46","38.1",162,143,33,24,3,0,6,22,13,13.6,8,".231",".378",".315","0.693",".265",".427",".307",".346",".348",".163","72.4",28.9,17.1,13.7,33.2,26.5,"7.6",2,"89.1","7",32,8.2,43.4,"77.147804167","94.761495126",19.1,48.6
"Montero, Keider",672456,2024,23,"19","98.1",412,378,100,65,14,2,19,77,31,18.7,7.5,".265",".463",".325","0.788",".284",".457",".341",".349",".343",".174","71.7",23.6,15.1,12,34.2,27.3,"7.3",12,"88.9","15.5",34.6,7.6,37.9,"78.394926093","93.862829269",21.5,48.3
"Rivera, Emmanuel",656896,2024,28,"4","4.0",20,19,7,6,0,0,1,0,0,0,0,".368",".526",".400","0.926",".320",".551",".403",".387",".354",".231","71",16.7,38.1,33.3,52.4,45.8,"7.1",0,"89","21.6",42.1,5.3,47.4,"78.632745","94.759176316",10.7,50
"Soriano, George",666277,2024,25,"22","29.1",131,112,27,11,9,0,7,29,13,22.1,9.9,".241",".509",".336","0.845",".288",".516",".360",".384",".378",".228","71.5",25.7,12,9.4,34.6,26.9,"7.5",9,"89","15.2",51.8,12.9,45.9,"76.742794762","95.011721786",25.5,45.3
"Yamamoto, Yoshinobu",808967,2024,25,"18","90.0",368,340,78,48,21,2,7,105,22,28.5,6,".229",".365",".275","0.640",".237",".356",".278",".288",".286",".120","71.7",26.3,14.3,10.6,29.4,21.7,"7.3",7,"88.4","8.4",34.2,8.3,41.3,"76.219423782","94.490868143",27,48.3
"Lynch IV, Daniel",663738,2024,27,"16","43.1",175,154,29,17,6,0,6,39,15,22.3,8.6,".188",".344",".274","0.618",".213",".381",".274",".304",".300",".168","72.9",32.3,17.1,12.6,40.1,29.5,"7.5",4,"90.2","11.5",30.8,9.4,47.9,"80.247603898","94.734464444",28.3,46.4
"Greene, Hunter",668881,2024,24,"26","150.1",611,526,96,62,19,3,12,169,57,27.7,9.3,".183",".298",".283","0.581",".188",".302",".265",".271",".289",".114","71.5",20.4,7.6,5.6,25.5,18.7,"7.3",24,"87.3","20.8",29,5.2,32.5,"76.321243094","93.167150497",29.7,50.6
"Flaherty, Jack",656427,2024,28,"28","162.0",649,605,135,88,18,5,24,194,38,29.9,5.9,".223",".388",".273","0.661",".233",".380",".288",".292",".284",".147","71.6",24.4,14.3,10.1,34.2,24.3,"7.5",26,"88.4","14",36.1,7.7,35.9,"77.445862362","93.776478992",32.1,46.2
"Cruz, Steven",674444,2024,25,"5","5.2",18,18,1,1,0,0,0,4,0,22.2,0,".056",".056",".056","0.112",".170",".232",".049",".173",".170",".062","70",17.1,6.1,4.9,30.3,24.4,"7",2,"90.3","14.2",35.7,0,35.7,"82.57881","93.347277857",22.7,53.7
"Iriarte, Jairo",683568,2024,22,"6","6.0",30,21,3,3,0,0,0,6,8,20,26.7,".143",".143",".367","0.510",".166",".191",".272",".319",".398",".024","71.6",14.7,6.9,5.9,27.6,23.5,"7.6",3,"86.3","15.7",18.8,6.3,31.3,"75.3807025","92.64866",24.4,32.8
"Nelson, Ryne",669194,2024,26,"28","150.2",630,583,155,93,36,9,17,126,34,20,5.4,".266",".446",".308","0.754",".267",".413",".322",".315",".311",".146","71.1",20.4,14.1,11.7,32.9,27.4,"7",18,"90.1","12",34.5,7.5,41.6,"79.83287319","94.487586272",18.2,51.8
"Farmer, Buck",571656,2024,33,"61","71.0",299,260,56,31,17,1,7,70,29,23.4,9.7,".215",".369",".309","0.678",".238",".397",".293",".314",".328",".160","71.3",22.2,13,9.8,30.3,22.9,"7.5",9,"88.3","18.1",36.8,8.3,35.8,"77.568256211","93.605760895",26.1,45.9
"Eovaldi, Nathan",543135,2024,34,"29","170.2",696,642,147,94,28,2,23,166,42,23.9,6,".229",".386",".282","0.668",".246",".391",".291",".306",".300",".145","71.5",21.9,15.4,11.3,32.9,24.1,"7.3",13,"89.3","8.8",33.5,7.7,42.6,"77.906442017","94.485768718",26.8,52.2
"Lamet, Dinelson",659275,2024,31,"3","4.1",18,15,2,1,0,0,1,3,2,16.7,11.1,".133",".333",".222","0.555",".221",".587",".213",".341",".297",".366","69.6",7.1,15.4,14.3,38.5,35.7,"7.2",1,"88.3","17",15.4,15.4,30.8,"78.081184286","94.136323077",17.1,47.3
"Herrin, Tim",682120,2024,27,"75","65.2",257,225,39,28,9,0,2,68,25,26.5,9.7,".173",".240",".270","0.510",".209",".319",".236",".280",".301",".110","70.9",15.4,11.1,8,30.1,21.8,"7.4",8,"86.9","7.4",28.3,6.9,36.5,"75.234465128","93.348866",29.3,47
"Newcomb, Sean",656794,2024,31,"7","10.0",45,35,9,6,1,0,2,7,8,15.6,17.8,".257",".457",".409","0.866",".237",".420",".376",".357",".393",".184","71.1",20.9,12.5,10.4,32.1,26.9,"7",1,"88.7","11.9",24.1,6.9,44.8,"77.250324286","94.435599286",19.7,41.3
"Paredes, Enoli",660600,2024,28,"18","21.2",87,75,13,9,4,0,0,16,10,18.4,11.5,".173",".227",".287","0.514",".230",".365",".245",".317",".338",".135","70.7",20.2,15.7,11.3,41.6,29.8,"7.2",0,"86.7","15.1",30.5,8.5,32.2,"75.458121034","93.028081034",28.2,44.5
"Bird, Jake",656234,2024,28,"35","40.0",185,154,43,27,11,0,5,31,25,16.8,13.5,".279",".448",".391","0.839",".253",".430",".368",".353",".370",".178","70.9",20.4,12.4,10,31.6,25.3,"7.3",7,"88.3","11.3",30.4,8.8,41.6,"75.894677869","94.508409587",22.2,44.2
"Latz, Jacob",656641,2024,28,"46","43.2",192,162,39,29,4,0,6,40,27,20.8,14.1,".241",".377",".349","0.726",".242",".432",".318",".342",".353",".190","70.9",17.8,10.8,7.8,30.2,21.8,"7.3",7,"88","18.9",30.6,8.9,40.3,"76.565029344","93.997906281",28.3,47.4
"Hudson, Daniel",543339,2024,37,"65","63.0",253,232,46,27,8,1,10,63,19,24.9,7.5,".198",".371",".261","0.632",".216",".422",".274",".302",".278",".207","72.1",27.9,16.7,11.8,34.2,24.2,"7.4",10,"90.4","18.1",30.6,12.4,49.4,"79.881588","94.914381059",32.3,50.6
"Pressly, Ryan",519151,2024,35,"59","56.2",244,220,58,37,17,0,4,58,18,23.8,7.4,".264",".395",".322","0.717",".242",".397",".314",".308",".304",".155","71.8",22.3,14.5,10.8,33.4,24.9,"7.5",5,"89.8","6.2",37,7.9,41.8,"78.834511585","94.583014817",26.9,50.3
"Young, Alex",622065,2024,30,"17","15.2",68,61,15,9,3,1,2,15,7,22.1,10.3,".246",".426",".324","0.750",".256",".388",".327",".319",".332",".132","71.8",21.4,13.9,9.4,34.2,23.1,"8",0,"88.4","12.2",30.4,6.5,47.8,"76.908942609","94.06068413",31.7,46.1
"Miller, Mason",695243,2024,25,"55","65.0",249,225,36,25,5,0,6,104,21,41.8,8.4,".160",".262",".233","0.495",".150",".225",".218",".206",".227",".076","70.4",15.8,7.9,4.9,23.3,14.3,"7.1",12,"86.1","17.9",28.5,5.7,32.5,"74.737690484","92.801441301",40.1,52.3
"Little, Brendon",663893,2024,27,"49","45.2",193,172,41,29,5,0,7,36,19,18.7,9.8,".238",".390",".318","0.708",".252",".381",".309",".314",".330",".130","72.5",28,12.4,9.1,36.3,26.5,"7.3",11,"87.9","-6.9",21.9,5.8,38,"76.889222985","93.614875414",29.7,46
"Logue, Zach",656657,2024,28,"2","2.0",12,12,6,4,1,0,1,4,0,33.3,0,".500",".833",".500","1.333",".263",".344",".569",".262",".263",".082","69.5",3.8,23.5,15.4,35.3,23.1,"6.5",0,"93.4","15",37.5,0,62.5,"86.6445825","95.94527375",34.6,60.5
"Festa, Matt",670036,2024,31,"19","23.2",100,90,21,12,6,1,2,24,8,24,8,".233",".389",".300","0.689",".258",".378",".296",".307",".323",".120","71.2",21.8,10.5,7.8,23.1,17.1,"7",3,"86.3","26.5",29.9,6,34.3,"74.304525152","93.189386515",26.2,55.6
"Montero, Rafael",606160,2024,33,"41","38.1",164,141,35,22,4,1,8,23,19,14,11.6,".248",".461",".348","0.809",".269",".467",".352",".364",".365",".199","71",20.2,13.2,10.7,31.7,25.8,"7.1",2,"89.8","11.3",36.1,10.1,42,"79.6057485","94.228808319",17.9,45.1
"Otañez, Michel",671305,2024,26,"36","34.0",151,126,27,20,5,0,2,55,20,36.4,13.2,".214",".302",".331","0.633",".150",".220",".291",".246",".282",".071","71",19.8,10.6,6.5,28.4,17.2,"7.3",9,"86.3","15.2",35.6,4.1,32.9,"75.723960541","92.549203014",39.9,46.8
"Allard, Kolby",663465,2024,26,"7","27.0",117,109,34,23,4,2,5,23,8,19.7,6.8,".312",".523",".359","0.882",".249",".441",".378",".321",".301",".191","72.2",26.8,15.5,12.1,33.1,25.8,"7.4",1,"88.9","15.7",27.9,8.1,40.7,"77.15425907","94.426629767",21.6,48.9
"Gausman, Kevin",592332,2024,33,"31","181.0",756,693,165,101,41,3,20,162,56,21.4,7.4,".238",".392",".296","0.688",".257",".449",".300",".333",".315",".192","71.9",25.5,15,11.6,32.1,24.7,"7.3",14,"90.2","16.1",35.5,9.7,42.4,"79.496181832","94.740771683",23.4,49.9
"Pivetta, Nick",601713,2024,31,"27","145.2",595,554,128,73,23,4,28,172,36,28.9,6.1,".231",".439",".277","0.716",".221",".406",".306",".291",".268",".186","71.4",21.8,11.8,9,30.5,23.4,"7.3",20,"89.4","19.4",38.9,10.1,38.9,"79.225758698","93.96201671",25.6,50.3
"Ashby, Aaron",676879,2024,26,"14","28.1",119,107,20,12,6,0,2,33,10,27.7,8.4,".187",".299",".254","0.553",".203",".328",".247",".272",".272",".126","71.3",21.8,13.1,10.1,33.6,25.7,"7.4",6,"90.2","4.5",31.6,6.6,36.8,"80.803238056","93.954311528",26.3,43.2
"Baz, Shane",669358,2024,25,"14","79.1",319,285,57,41,7,0,9,69,27,21.6,8.5,".200",".319",".276","0.595",".219",".370",".266",".295",".295",".151","72.1",25.2,13.1,10,33.7,25.8,"7.2",7,"90.5","18.1",28.3,7.3,42,"81.272223273","94.212895936",24.6,50.2
"Kitchen, Austin",685116,2024,27,"4","7.0",42,38,16,11,4,0,1,4,3,9.5,7.1,".421",".605",".463","1.068",".301",".415",".459",".336",".352",".114","72",31.8,16.7,15.2,38.3,34.8,"7.4",1,"89.9","4.7",32.4,2.9,41.2,"80.085322941","94.313722353",9.9,44.9
"Kopech, Michael",656629,2024,28,"67","67.2",279,234,44,31,4,0,9,88,34,31.5,12.2,".188",".321",".299","0.620",".192",".346",".277",".290",".303",".154","71.5",22.3,11.8,8.2,29.7,20.8,"7",9,"89","16.9",34.2,10.5,40.8,"78.876881333","93.879345436",32.8,46.9
"Herget, Jimmy",623474,2024,30,"8","12.1",52,49,13,8,3,0,2,15,3,28.8,5.8,".265",".449",".308","0.757",".206",".352",".327",".266",".251",".147","70.8",18.4,12.5,9.2,28.1,20.7,"7.6",1,"83.9","22.6",26.5,8.8,26.5,"70.350251765","92.724955",27.8,51.3
"Blanco, Ronel",669854,2024,30,"30","167.1",676,599,114,63,26,3,22,166,68,24.6,10.1,".190",".354",".273","0.627",".226",".391",".276",".309",".307",".164","71.8",26.2,12.8,9.2,30.1,21.8,"7.5",17,"88.7","16.4",30.1,9.3,35.5,"78.14814367","93.702377385",29,48.6
"Anderson, Grant",681982,2024,27,"23","26.2",120,109,33,21,1,0,11,29,10,24.2,8.3,".303",".615",".367","0.982",".261",".498",".409",".347",".328",".238","71.4",18.3,15.5,11.7,31.8,23.9,"7.2",1,"89","18.5",28.7,10,41.3,"77.1870735","94.5979725",25.7,45.1
"Kittredge, Andrew",552640,2024,34,"74","70.2",287,263,60,37,12,1,10,67,20,23.3,7,".228",".395",".280","0.675",".250",".412",".289",".308",".302",".162","71.7",24,12.2,9,35.5,26.2,"7.4",12,"88.9","11.8",33,8.5,39.5,"78.235916364","94.033771218",27.8,53.5
"Slaten, Justin",686580,2024,26,"44","55.1",224,211,47,36,6,1,4,58,9,25.9,4,".223",".318",".259","0.577",".233",".347",".253",".278",".273",".114","71.1",18.4,10.7,7.6,32.8,23.4,"7.3",10,"87.8","8.6",30.3,3.9,36.8,"76.357499351","93.741672403",29,53.5
"Gilbreath, Lucas",656458,2024,28,"3","1.0",12,10,7,4,2,0,1,0,1,0,8.3,".700","1.200",".750","1.950",".365",".473",".791",".421",".471",".108","71.3",12.5,18.8,18.8,37.5,37.5,"7",0,"86.2","8.9",20,0,50,"72.211808","94.138141",0,38.3
"Rogers, Josh",642028,2024,29,"6","11.0",50,43,15,10,4,0,1,3,3,6,6,".349",".512",".400","0.912",".344",".523",".382",".397",".406",".179","71.6",22.9,16.4,14.3,37.7,32.9,"7.4",0,"89.3","20.4",35.7,4.8,42.9,"78.890379524","94.047266905",12.7,46.5
"Lambert, Peter",663567,2024,27,"28","61.1",280,242,73,50,12,4,7,50,29,17.9,10.4,".302",".471",".374","0.845",".264",".394",".362",".325",".345",".130","71.8",23.8,12.8,10.2,32.5,25.8,"7.4",8,"88.1","16.1",38.9,6.1,36.9,"77.418341414","93.391432335",22,48
"Sandoval, Patrick",663776,2024,27,"16","79.2",353,312,85,61,16,0,8,81,35,22.9,9.9,".272",".401",".349","0.750",".256",".385",".329",".318",".335",".129","71.8",23,13.8,10.5,30.6,23.2,"7.5",15,"87.9","11",32.9,5.1,36.3,"76.703548276","93.645202078",26.5,46.2
"Lovelady, Richard",663992,2024,28,"35","34.1",147,132,34,25,6,0,3,26,11,17.7,7.5,".258",".371",".322","0.693",".270",".416",".304",".328",".333",".147","72",26.3,19.9,15.4,35.8,27.6,"7.2",2,"89.5","7.6",31.5,8.3,46.3,"77.189113019","95.201703019",23.6,48.9
"Javier, Cristian",664299,2024,27,"7","34.2",150,129,30,16,9,1,4,27,19,18,12.7,".233",".411",".329","0.740",".235",".407",".324",".328",".333",".172","71.1",19.3,14.6,10.5,42.3,30.4,"7.4",2,"88.9","24.6",41.3,6.7,30.8,"79.767288846","93.250004078",26.3,43.3
"Ginkel, Kevin",656464,2024,30,"72","70.0",291,270,69,46,16,1,6,77,15,26.5,5.2,".256",".389",".300","0.689",".232",".359",".300",".281",".280",".126","70.6",18.2,12.9,9.9,32.8,25.2,"7.1",16,"89.8","10",35.2,5.6,40.8,"79.446978557","94.349364691",27.9,49.3
"Miller, Erik",669062,2024,26,"73","67.1",284,244,50,32,9,2,7,87,38,30.6,13.4,".205",".344",".313","0.657",".190",".298",".296",".276",".301",".108","70.6",17.1,12.3,8.6,29.2,20.4,"7.3",11,"89.5","10.7",25.3,7,41.1,"79.08203359","94.208134167",30.6,43.5
"Castillo, Diego",650895,2024,30,"7","10.0",43,34,8,7,0,1,0,6,8,14,18.6,".235",".294",".372","0.666",".232",".284",".309",".308",".372",".052","71",19.7,16.4,13.6,30.9,25.8,"7.4",0,"89","18.3",13.8,0,37.9,"77.230588","94.712046897",18.4,42.9
"Díaz, Alexis",664747,2024,27,"60","56.1",242,204,42,27,9,0,6,55,31,22.7,12.8,".206",".338",".326","0.664",".206",".329",".300",".298",".327",".123","71.8",22.3,11.7,8.8,30.1,22.6,"7.3",6,"88.5","22.6",31.3,6.7,38,"77.94858863","93.632788904",26.6,46.2
"Stewart, Brock",592779,2024,32,"16","15.2",67,59,15,10,3,0,2,20,8,29.9,11.9,".254",".407",".343","0.750",".244",".364",".331",".312",".335",".119","70.3",14.4,15.3,10.6,27.8,19.2,"6.9",2,"91.2","15.6",48.7,2.6,59,"78.9947535","96.962948718",30.4,50.4
"Blackburn, Paul",621112,2024,30,"14","75.1",316,290,76,49,14,1,12,59,21,18.7,6.6,".262",".441",".317","0.758",".266",".431",".329",".329",".322",".165","71.9",26.1,12.7,10,31.5,24.7,"7.4",7,"87.6","11",38.2,8.2,35.6,"76.755879741","93.20611319",23.5,47.8
"Mears, Nick",683232,2024,27,"54","57.2",256,228,61,41,13,0,7,75,24,29.3,9.4,".268",".417",".332","0.749",".217",".356",".324",".283",".288",".139","71",18.9,9.7,7,30,21.8,"7.2",13,"88.1","14.3",38.2,7,33.1,"77.695528987","93.304873439",28.5,49.5
"Hill, Jaden",677955,2024,24,"9","10.2",45,37,8,6,0,0,2,6,4,13.3,8.9,".216",".378",".311","0.689",".205",".289",".302",".270",".308",".084","69.3",8.1,5.8,4.8,48.1,40.3,"7.3",1,"90.6","6.5",15.2,3,42.4,"83.652215625","93.521420645",20.5,48.3
