"last_name, first_name","player_id","year","player_age","p_game","p_formatted_ip","pa","ab","hit","single","double","triple","home_run","strikeout","walk","k_percent","bb_percent","batting_avg","slg_percent","on_base_percent","on_base_plus_slg","xba","xslg","woba","xwoba","xobp","xiso","avg_swing_speed","fast_swing_rate","blasts_contact","blasts_swing","squared_up_contact","squared_up_swing","avg_swing_length","swords","exit_velocity_avg","launch_angle_avg","sweet_spot_percent","barrel_batted_rate","hard_hit_percent","avg_best_speed","avg_hyper_speed","whiff_percent","swing_percent"
"Holton, Tyler",663947,2024,28,"66","94.1",354,330,57,38,10,2,7,77,17,21.8,4.8,".173",".279",".222","0.501",".214",".331",".221",".260",".261",".116","71.9",26.9,12,9.4,29.6,23.2,"7.4",14,"86.6","11.4",29.3,5.5,32.8,"75.154517795","93.076380787",24.5,48.2
"Muñoz, Andrés",662253,2024,25,"60","59.1",232,202,31,22,3,0,6,77,26,33.2,11.2,".153",".257",".259","0.516",".178",".308",".233",".267",".283",".130","70.1",14.3,10.7,6.7,32.6,20.5,"7.5",16,"86.3","1.5",31,8.7,33.3,"74.798663968","92.94803352",39.8,45.4
"Clase, Emmanuel",661403,2024,26,"74","74.1",270,253,39,31,6,0,2,66,10,24.4,3.7,".154",".202",".190","0.392",".214",".303",".175",".245",".249",".089","71.2",20.2,8.7,6.5,30,22.4,"7",14,"86.5","3",31.8,3.6,29.7,"75.486946211","92.771488368",27.1,56.3
"Miller, Ryan",668943,2024,28,"13","13.0",58,50,13,8,3,0,2,11,8,19,13.8,".260",".440",".362","0.802",".245",".416",".340",".327",".351",".171","71.3",18.9,14.3,11.6,23.4,18.9,"7.1",2,"87.8","16.2",30.8,10.3,35.9,"76.473751053","93.798241081",19.6,51.1
"McCaughan, Darren",670766,2024,28,"12","42.0",195,171,53,34,9,1,9,28,15,14.4,7.7,".310",".532",".379","0.911",".273",".481",".390",".360",".349",".208","72.4",29.4,15.6,13.3,35.9,30.5,"7.4",2,"89.1","19.5",37,8.2,39,"78.17978662","94.275604437",15.5,45.1
"Mushinski, Parker",656786,2024,28,"10","11.0",50,43,11,7,3,0,1,3,5,6,10,".256",".395",".340","0.735",".327",".423",".323",".370",".406",".096","72.5",38.7,13.2,11.3,43.4,37.1,"7.5",1,"87.4","17.1",34.1,0,31.7,"78.195469","92.3415115",16.3,44.3
"Little, Luke",681432,2024,23,"30","26.0",109,86,15,10,4,0,1,28,18,25.7,16.5,".174",".256",".339","0.595",".188",".272",".282",".295",".350",".084","70.7",14.6,13.6,10.7,38.3,30.1,"6.9",4,"87.4","-1.6",15.3,3.4,40.7,"75.721074138","93.68350431",26.8,35.8
"McFarland, T.J.",519008,2024,35,"79","56.2",235,210,53,37,12,0,4,39,17,16.6,7.2,".252",".367",".316","0.683",".240",".343",".293",".285",".308",".103","71",18.5,13.2,11.3,35,29.8,"7.3",11,"87.5","3.2",26.3,4.6,34.9,"76.102289176","93.452573471",19.2,46.2
"Holmes, Clay",605280,2024,31,"67","63.0",271,242,60,44,12,0,4,68,22,25.1,8.1,".248",".347",".315","0.662",".226",".332",".292",".282",".297",".106","71.5",23,12.9,9.4,33.2,24,"7.5",12,"88.8","0.3",24.2,5.6,36.5,"78.056312727","94.037651657",30.2,44.9
"Phillips, Evan",623465,2024,29,"61","54.2",228,207,48,31,11,0,6,63,17,27.6,7.5,".232",".372",".291","0.663",".225",".349",".288",".282",".287",".125","70.6",17.1,10,7.5,29.4,22,"7.1",6,"85.9","11.9",36.1,6.1,32.7,"74.221398082","92.767791301",27.7,47.2
"Hader, Josh",623352,2024,30,"71","71.0",278,251,43,25,5,1,12,105,25,37.8,9,".171",".343",".248","0.591",".173",".328",".261",".257",".249",".156","71.4",19.5,11.3,7,30.9,19.2,"7.3",12,"89.7","21.2",33.3,10.2,38.8,"79.336932877","94.450776",40.5,54.4
"Cabrera, Génesis",650893,2024,27,"69","62.2",271,235,63,42,11,0,10,50,29,18.5,10.7,".268",".443",".348","0.791",".248",".399",".338",".323",".336",".151","71.4",19.2,12.7,9.4,35.2,26,"7.5",5,"89.8","14.1",33.7,7.4,41.1,"79.696903936","94.189379412",26.1,48.6
"Barnes, Jacob",606930,2024,34,"63","66.0",277,252,67,43,13,1,10,55,20,19.9,7.2,".266",".444",".314","0.758",".277",".465",".323",".339",".328",".188","71.9",26,11.3,8.7,33.5,25.8,"7.4",8,"89","12.8",43.6,6.4,41.6,"78.397904851","94.027718911",25.1,49.2
"Cano, Yennier",666974,2024,30,"70","60.0",249,223,54,38,9,1,6,65,24,26.1,9.6,".242",".372",".317","0.689",".233",".361",".303",".299",".311",".128","71.8",24,13.9,10.1,30,21.9,"7.4",4,"89.9","-1.9",25.8,6.3,43.4,"79.027180127","94.694487325",27.7,48.4
"Kikuchi, Yusei",579328,2024,33,"32","175.2",736,683,167,118,23,1,25,206,44,28,6,".245",".391",".291","0.682",".239",".396",".297",".298",".286",".157","71.9",26.5,14.9,10.8,32,23.2,"7.2",29,"90.1","14.2",33.5,9.7,45,"79.146503958","94.844128643",29,48.4
"Anderson, Tyler",542881,2024,34,"31","179.1",765,681,158,99,32,3,24,142,73,18.6,9.5,".232",".394",".311","0.705",".245",".413",".308",".322",".323",".168","72.1",24.5,12.8,9.3,33,23.8,"7.5",12,"87.2","17.6",34.1,7.9,33,"76.273537333","93.1219435",27.8,49.3
"Criswell, Jeff",676105,2024,25,"13","19.2",87,76,20,12,4,0,4,27,9,31,10.3,".263",".474",".345","0.819",".247",".451",".353",".342",".334",".204","71.8",21.7,16,9.4,29.6,17.4,"7.5",2,"87.7","11.9",50,12,42,"74.816625","94.411011489",39,46.3
"Strider, Spencer",675911,2024,25,"2","9.0",42,37,10,6,2,0,2,12,5,28.6,11.9,".270",".486",".357","0.843",".238",".408",".365",".325",".328",".170","73.1",35.9,13.8,10.3,24.1,17.9,"7.4",1,"87","16.8",32,12,36,"75.549386923","93.5540176",33,51.1
"Maton III, Phil",664208,2024,31,"71","64.0",265,231,47,30,8,2,7,60,24,22.6,9.1,".203",".346",".303","0.649",".239",".385",".290",".320",".334",".147","70.9",18.2,14.7,11,30.5,22.9,"7.2",4,"86.5","12.9",32.6,7,33.1,"74.354926279","93.404469942",26.7,47.2
"Liberatore, Matthew",669461,2024,24,"60","86.0",358,323,81,50,20,0,11,76,28,21.2,7.8,".251",".415",".312","0.727",".251",".415",".313",".316",".313",".165","71.5",23.1,12.9,10,30.5,23.5,"7.3",11,"89.7","13.2",31.7,7.1,38.6,"79.153381475","94.390364774",25.1,52.1
"Walker, Ryan",676254,2024,28,"76","80.0",308,279,50,37,7,1,5,99,18,32.1,5.8,".179",".265",".251","0.516",".193",".297",".233",".252",".264",".104","70.4",17.1,10.9,7.9,28.4,20.8,"7.3",12,"86.4","9.8",31.3,6,30.2,"74.143548667","93.372112011",28.6,46
"Martinez, Nick",607259,2024,33,"42","142.1",570,539,128,81,32,2,13,116,18,20.4,3.2,".237",".377",".267","0.644",".242",".365",".279",".278",".272",".123","71.4",21.8,11.4,8.9,31.2,24.5,"7.4",15,"86.4","17",34,5.1,30.5,"74.850496934","92.978959505",23.1,51.1
"Suárez, Ranger",624133,2024,28,"27","150.2",626,575,140,92,32,2,14,145,41,23.2,6.5,".243",".379",".299","0.678",".250",".365",".297",".297",".305",".116","71.6",23.7,14.2,11.3,31.9,25.4,"7.4",12,"86.9","6.3",32.9,5.1,34.3,"74.743507217","93.618829764",21.9,47.3
"Suter, Brent",608718,2024,34,"47","65.2",270,253,63,41,11,1,10,50,12,18.5,4.4,".249",".419",".289","0.708",".270",".416",".305",".316",".309",".146","71.2",19.9,12,9.7,32.7,26.4,"7.2",8,"86.1","13.8",33.7,7.3,30.2,"74.757662549","92.793075567",20.2,49.8
"Mayza, Tim",641835,2024,32,"50","42.2",195,175,54,35,12,2,5,28,15,14.4,7.7,".309",".486",".359","0.845",".287",".471",".358",".349",".344",".184","71.7",21.6,15.2,12.8,35,29.4,"7.1",1,"88.3","9.2",42.4,9.3,38.4,"77.397422838","93.76203585",17.5,44.5
"McGough, Scott",543518,2024,34,"26","32.2",150,124,34,16,10,2,6,25,21,16.7,14,".274",".532",".373","0.905",".261",".491",".382",".367",".365",".230","71.8",26.9,14.3,10.8,32.7,24.7,"7.4",3,"90.8","13.2",34,11.7,41.7,"81.219632885","94.634885049",25.5,48.9
"Weems, Jordan",607179,2024,31,"41","41.2",196,170,49,32,8,2,7,35,24,17.9,12.2,".288",".482",".383","0.865",".257",".433",".376",".348",".355",".176","71.2",19.3,13.3,11,33.7,27.9,"7.2",6,"89.7","15.1",33.3,8.9,43,"78.845853433","94.783032331",20.3,49
"Crawford, Kutter",676710,2024,28,"33","183.2",759,695,155,89,30,2,34,175,51,23.1,6.7,".223",".419",".284","0.703",".224",".412",".304",".304",".285",".188","72.3",29.9,12.9,9.9,30.1,23.1,"7.4",24,"88.4","19.8",33.4,9.9,36.3,"77.710617066","93.646279363",25.3,52
"Snell, Blake",605483,2024,31,"20","104.0",418,373,65,45,13,1,6,145,44,34.7,10.5,".174",".263",".263","0.526",".178",".278",".241",".249",".267",".099","71.4",22.1,9.1,5.9,28.3,18.2,"7.4",30,"86.5","14.6",32.9,5.7,28.9,"75.529303097","92.772378489",37.7,46
"Hudson, Dakota",641712,2024,29,"18","89.0",404,346,99,69,19,0,11,49,50,12.1,12.4,".286",".436",".382","0.818",".291",".450",".360",".370",".388",".159","72.2",26.4,17.2,14.1,43.6,35.7,"7.5",5,"89.9","7.6",31.7,6.3,42,"78.864896622","94.869387534",18.6,42.1
"Spiers, Carson",686730,2024,26,"22","90.2",410,377,112,65,24,3,20,80,27,19.5,6.6,".297",".536",".351","0.887",".257",".465",".379",".337",".315",".209","72.1",27.2,16.2,12.8,34.5,27.3,"7.4",10,"88.9","17.4",36.2,10.4,38.9,"77.529869048","94.295274539",21.4,48
"Junis, Jakob",596001,2024,31,"24","67.0",253,241,49,28,12,1,8,51,8,20.2,3.2,".203",".361",".237","0.598",".251",".414",".259",".302",".283",".163","72",25.8,15.6,12.2,38.1,29.9,"7.4",8,"90","15.1",35.1,8.4,42.4,"80.314726458","94.199237487",24.6,47.8
"Peralta, Luis",678821,2024,23,"15","12.1",49,40,7,6,1,0,0,14,5,28.6,10.2,".175",".200",".292","0.492",".195",".251",".238",".271",".313",".056","71.7",26.1,10.5,8.7,24.6,20.3,"7.1",1,"91.2","14.7",39.3,0,35.7,"84.181178571","93.448092593",17.8,40.3
"Lyles, Jordan",543475,2024,33,"5","5.0",19,17,2,0,2,0,0,3,2,15.8,10.5,".118",".235",".211","0.446",".230",".418",".205",".319",".311",".188","71.3",13.6,17.6,13.6,41.2,31.8,"7.2",1,"93.1","16.3",28.6,14.3,64.3,"83.814004286","96.63792",28.9,52.8
"Cortes Jr., Nestor",641482,2024,29,"31","174.1",710,661,162,94,44,0,24,162,39,22.8,5.5,".245",".421",".290","0.711",".236",".396",".307",".295",".281",".161","72",26.4,14.5,11,30.6,23.3,"7.3",18,"89.7","22.4",35,7.9,43.6,"79.122676225","94.470879177",24.2,50.4
"Sandlin, Nick",680704,2024,27,"68","57.2",246,207,46,26,8,0,12,68,27,27.6,11,".222",".435",".325","0.760",".222",".413",".328",".326",".328",".190","71.4",18.5,17.5,11.9,33.5,22.8,"7.7",7,"91.3","18.3",29,11,42.8,"81.073197324","95.121476028",33.7,47.1
"Sulser, Cole",642121,2024,34,"10","16.1",66,54,9,6,1,1,1,15,9,22.7,13.6,".167",".278",".277","0.555",".204",".312",".245",".279",".311",".109","71.3",25.6,6.5,5,25.8,19.8,"7.2",2,"88.9","18.6",33.3,4.8,38.1,"79.813352857","93.280416098",24.8,46.9
"Montas, Frankie",593423,2024,31,"30","150.2",655,576,140,87,28,1,24,148,66,22.6,10.1,".243",".420",".325","0.745",".247",".428",".325",".333",".330",".181","72.2",27.5,13.9,10.7,28.6,22,"7.4",15,"89.3","13.5",36.2,9.2,43.1,"77.762357972","94.576313396",24.9,48.7
"Holderman, Colin",670059,2024,28,"55","51.1",223,188,42,28,7,1,6,56,25,25.1,11.2,".223",".367",".324","0.691",".214",".370",".307",".315",".323",".156","70.7",18.8,11.3,8.2,32.8,23.8,"7.5",5,"87.6","15.7",37.2,10.9,38,"75.891214265","93.662995956",29.5,45.6
"Bednar, David",670280,2024,29,"62","57.2",262,227,54,33,12,0,9,58,28,22.1,10.7,".238",".410",".327","0.737",".229",".416",".319",".322",".321",".188","71.8",24.5,12,8.8,30.7,22.5,"7.2",6,"90.2","17.9",30.8,9.3,39.5,"79.970762235","94.462997235",27.6,50.9
"Robertson, Nick",687798,2024,25,"9","13.1",55,52,15,10,2,0,3,14,2,25.5,3.6,".288",".500",".309","0.809",".287",".478",".343",".337",".308",".191","71",16.1,15.5,12.6,32.4,26.4,"7.2",1,"90.3","16.4",35.9,10.3,48.7,"79.7238345","95.081783846",24.5,50.7
"Adams, Austin",613534,2024,33,"56","41.1",191,152,38,22,12,0,4,53,23,27.7,12,".250",".408",".389","0.797",".204",".309",".354",".312",".357",".106","71.4",21.2,11,7.3,24.9,16.5,"7.2",8,"85.1","16.6",34.3,4.9,31.4,"73.239764706","92.641949703",35.3,41.5
"Hamilton, Ian",641656,2024,29,"35","37.2",163,142,37,25,10,0,2,41,14,25.2,8.6,".261",".373",".331","0.704",".248",".353",".310",".301",".323",".104","70.8",15,11.7,7.7,34.5,22.7,"7.4",10,"89.5","13.9",34.3,3.8,37.1,"79.771145283","93.768760381",36.5,50.4
"Kuhl, Chad",641771,2024,31,"31","53.1",240,205,56,39,11,1,5,54,25,22.5,10.4,".273",".410",".367","0.777",".241",".365",".343",".317",".340",".124","71.5",23.8,11.2,8.3,35.4,26.2,"7.3",5,"88.4","10.2",33.8,5.8,38.3,"77.734337632","93.761976026",27.1,42.2
"Finnegan, Kyle",640448,2024,32,"65","63.2",271,245,61,45,4,3,9,60,24,22.1,8.9,".249",".400",".315","0.715",".261",".411",".309",".321",".327",".150","71.7",22.3,14.5,11.3,32.3,25.1,"7.1",4,"91.3","10.6",31.6,7,48.1,"80.415694946","95.621577135",23.1,53.2
"Díaz, Edwin",621242,2024,30,"54","53.2",216,192,36,24,4,1,7,84,20,38.9,9.3,".188",".328",".273","0.601",".166",".284",".269",".246",".254",".118","71.3",20.8,6.4,4,23.6,14.8,"7.4",12,"85.9","13.9",32.1,7.3,30.3,"74.696999818","92.653119817",38.1,48.9
"Cruz, Fernando",518585,2024,34,"69","66.2",288,250,54,30,14,1,9,109,35,37.8,12.2,".216",".388",".314","0.702",".223",".386",".307",".311",".320",".163","71.3",22.1,13.9,9.3,29.9,20.1,"7.6",18,"88.7","13.9",41.3,9.8,44.1,"76.180932429","94.842768058",38.2,46.7
"Baumann, Mike",657508,2024,28,"57","58.1",264,228,59,36,10,4,9,58,28,22,10.6,".259",".456",".345","0.801",".238",".409",".344",".329",".331",".170","71.6",23.7,11.8,9.3,29.7,23.5,"7.2",12,"91.1","14.5",33.9,9.2,43.7,"82.200743793","94.547312543",24.5,48.6
"Smith-Shawver, AJ",700363,2024,21,"1","4.1",18,16,3,3,0,0,0,4,2,22.2,11.1,".188",".188",".278","0.466",".204",".300",".224",".269",".293",".096","70.4",10,12.5,10,37.5,30,"7.2",0,"89.5","31.7",25,8.3,50,"79.286296667","94.8290375",20.9,49.4
"Brzykcy, Zach",694350,2024,24,"6","5.2",28,25,9,6,1,0,2,4,3,14.3,10.7,".360",".640",".429","1.069",".311",".568",".454",".409",".385",".257","73.1",30,25.8,20,48.4,37.5,"7.5",1,"92.7","19.5",38.1,19,47.6,"84.106961818","95.505325714",26.1,44.2
"Vieira, Thyago",600986,2024,31,"28","38.0",177,147,37,22,6,1,8,39,26,22,14.7,".252",".469",".367","0.836",".240",".443",".361",".350",".358",".203","71.6",24.8,13.5,10.4,32.9,25.2,"7.3",6,"89.6","13",35.5,10,45.5,"78.028932","94.877831101",24.8,43.3
"Effross, Scott",664123,2024,30,"3","3.1",14,12,3,2,0,0,1,2,2,14.3,14.3,".250",".500",".357","0.857",".342",".596",".371",".441",".436",".254","72",31.8,20,18.2,35,31.8,"7.3",0,"89.6","-6.6",40,10,50,"76.946958","95.81189",14.8,49.1
"Davidson, Tucker",656353,2024,28,"1","4.2",19,17,4,4,0,0,0,1,2,5.3,10.5,".235",".235",".316","0.551",".221",".252",".258",".256",".303",".031","71.1",20.7,13,10.3,34.8,27.6,"7.3",0,"84.6","13",12.5,0,18.8,"74.3282625","91.453328125",20.6,50.7
"Lazar, Max",676661,2024,25,"11","13.2",54,52,13,7,4,0,2,9,2,16.7,3.7,".250",".442",".278","0.720",".301",".452",".309",".338",".327",".151","71.3",19.4,18.7,15.1,44,35.5,"7",1,"93.6","11.4",41.9,4.7,44.2,"85.313992857","95.554789048",20,49.1
"Zerpa, Angel",672582,2024,24,"60","53.2",240,216,59,44,8,1,6,49,20,20.4,8.3,".273",".403",".339","0.742",".261",".413",".323",".325",".330",".153","70.6",13.9,11.7,9.8,35.3,29.6,"7",2,"90.3","2.8",27.8,7.1,43.8,"80.144588072","94.736351394",16,43.3
"Matzek, Tyler",554431,2024,33,"11","10.0",48,45,16,11,1,1,3,10,3,20.8,6.3,".356",".622",".396","1.018",".324",".596",".432",".410",".366",".272","73",33.8,21.7,20,31.7,29.2,"7.4",0,"93.3","11.6",48.6,17.1,51.4,"84.206898333","96.189313714",15.2,51.4
"Soriano, José",667755,2024,25,"22","113.0",468,407,91,65,17,1,8,97,45,20.7,9.6,".224",".329",".311","0.640",".242",".369",".287",".314",".331",".127","71.6",22.1,14,11,36.1,28.3,"7.4",21,"89.9","-0.9",28.5,6.6,44.3,"78.912250382","94.75069",23.7,46
"Megill, Tylor",656731,2024,28,"16","78.0",337,298,70,46,15,1,8,91,32,27,9.5,".235",".372",".315","0.687",".237",".392",".304",".316",".319",".155","71.2",21.4,13.3,9.8,30.7,22.7,"7.2",17,"88.9","12.3",36.4,10,42.6,"77.633376214","94.285350976",28.6,49
"Molina, Anthony",683627,2024,22,"35","59.2",264,236,72,50,16,1,5,41,22,15.5,8.3,".305",".445",".364","0.809",".309",".470",".349",".368",".373",".161","71.5",20.7,16.4,13.3,31.6,25.5,"7.3",3,"90.4","11.2",38.7,8,45.7,"79.138607172","95.191955178",18.8,47.7
"Peralta, Sammy",671111,2024,26,"9","15.0",72,65,21,14,4,1,2,11,7,15.3,9.7,".323",".508",".389","0.897",".332",".594",".387",".423",".397",".262","71.6",20.6,21.2,16.8,47.1,37.4,"7.2",1,"91.1","8.1",40.7,13,50,"80.255487778","95.659009444",19,42.9
"Pagán, Emilio",641941,2024,33,"38","38.0",158,144,40,28,6,0,6,44,11,27.8,7,".278",".444",".323","0.767",".244",".409",".330",".308",".297",".165","71.8",25,17.4,12.5,32.6,23.5,"7.4",3,"90.4","20.9",36.9,8.7,50.5,"79.260641373","95.238884216",29.6,53.6
"Williams, Gavin",668909,2024,24,"16","76.0",332,293,72,45,17,3,7,79,32,23.8,9.6,".246",".396",".323","0.719",".248",".390",".315",".317",".327",".142","71.2",19.8,14.9,11.4,33.2,25.3,"7.1",10,"90.8","13.2",32.1,6.9,44,"80.792360917","94.867836636",24.8,49.2
"Brasier, Ryan",518489,2024,36,"29","28.0",110,101,22,13,5,1,3,25,5,22.7,4.5,".218",".376",".248","0.624",".247",".396",".265",".289",".277",".149","72.6",30.6,15.9,12.8,34.1,27.4,"7.3",5,"90.7","16.6",35,7.5,43.8,"81.447909231","94.554402051",22.3,56.4
"López, Jorge",605347,2024,31,"52","53.0",216,196,46,31,9,0,6,50,18,23.1,8.3,".235",".372",".306","0.678",".220",".375",".298",".294",".292",".155","71.1",19.6,14.8,11.5,40.5,31.5,"7.3",8,"88.7","9.1",28.1,8.2,39.7,"77.330596389","94.215008042",23.1,43.3
"Bieber, Shane",669456,2024,29,"2","12.0",45,44,10,6,4,0,0,20,1,44.4,2.2,".227",".318",".244","0.562",".227",".352",".244",".259",".244",".126",,,,,,,,,"88.5","7.1",45.8,4.2,41.7,"77.024256667","94.201522083",36.7,47.6
"Cosgrove, Tom",676680,2024,28,"18","14.2",76,65,23,18,2,0,3,15,6,19.7,7.9,".354",".523",".440","0.963",".262",".392",".421",".338",".360",".130","71.1",19.8,12.1,9.9,31.8,25.9,"7.1",0,"86.6","14.5",30,4,38,"74.1543324","93.7176726",18.9,44.3
"Hartwig, Grant",701643,2024,26,"4","6.2",31,25,6,5,0,0,1,4,4,12.9,12.9,".240",".360",".387","0.747",".251",".433",".344",".370",".396",".182","72.1",25.6,9.7,7,29,20.9,"7.4",0,"84.5","16.8",33.3,14.3,23.8,"72.053279091","92.881072381",28.6,41.5
"Alexander, Tyler",641302,2024,29,"23","107.2",455,419,110,66,20,1,23,90,24,19.8,5.3,".263",".480",".307","0.787",".259",".464",".335",".332",".307",".205","72",25.2,14.8,11.8,35.1,28.1,"7.2",5,"88.4","21",36.6,9.8,37.2,"77.467554182","93.866581333",20.1,50
"Kelly, Kevin",687330,2024,26,"68","70.2",278,261,59,42,8,2,7,63,9,22.7,3.2,".226",".352",".264","0.616",".242",".366",".268",".283",".280",".124","71.4",19.7,14.5,11.9,32.7,26.8,"7.2",7,"86.9","4.9",29.9,5,36.8,"74.480663434","93.764899289",20.1,44.8
"Varland, Louis",686973,2024,26,"16","49.2",238,214,68,48,8,0,12,49,16,20.6,6.7,".318",".523",".371","0.894",".285",".466",".382",".354",".346",".182","71.2",21.5,13.5,10.5,33.6,26.1,"7",8,"90.6","11.1",41.4,8.9,45,"80.289034524","94.924498204",23.2,50.7
"Alvarado, José",621237,2024,29,"66","61.2",258,228,49,33,8,2,6,63,28,24.4,10.9,".215",".346",".302","0.648",".238",".368",".288",".308",".323",".130","71.5",22.3,13,9.3,32.2,23,"7.3",2,"89.5","12.6",31.3,6.6,41,"78.485103659","94.479599877",28.4,46.6
"Pruitt, Austin",643493,2024,34,"4","4.1",24,20,8,4,1,0,3,1,3,4.2,12.5,".400",".900",".458","1.358",".495",".998",".535",".615",".539",".504","72.8",34.4,20,18.8,36.7,34.4,"7.7",0,"87.5","12.5",60,25,35,"75.293817","93.8179535",5.7,44.9
"Luzardo, Jesús",666200,2024,26,"12","66.2",274,248,61,39,12,1,9,58,22,21.2,8,".246",".411",".311","0.722",".255",".432",".315",".329",".320",".177","72",25.1,15.2,11.3,37.1,27.5,"7.7",6,"90.4","16.5",33.3,9.9,41.1,"80.411432","94.572347196",29.6,48.9
"Gutierrez, Vladimir",661269,2024,28,"1","4.0",17,15,3,2,0,0,1,4,2,23.5,11.8,".200",".400",".294","0.694",".165",".371",".305",".281",".264",".206",,,,,,,,,"81.3","28.2",36.4,9.1,18.2,"71.974075","90.457655455",28.9,47.5
"Leiter Jr., Mark",643410,2024,33,"60","58.0",256,231,55,37,9,1,8,86,22,33.6,8.6,".238",".390",".313","0.703",".224",".348",".308",".288",".300",".124","72.2",27.9,17.3,10.8,32,19.9,"7.7",10,"88.8","11.3",33.1,8.3,40,"77.69809","94.120993819",38.3,46.8
"Yates, Kirby",489446,2024,37,"61","61.2",237,203,23,15,5,0,3,85,28,35.9,11.8,".113",".182",".225","0.407",".145",".214",".186",".212",".253",".068","71.2",21.8,9.9,6.5,24.7,16.2,"7.2",9,"87.5","15.2",16.5,4.1,33.1,"77.038917869","93.213497355",33.6,49.3
"Smith, Drew",622098,2024,30,"19","17.2",79,68,18,11,4,1,2,23,9,29.1,11.4,".265",".441",".342","0.783",".230",".397",".337",".324",".327",".167","71.9",25,14.3,10,31,21.7,"7.3",2,"91.6","24.9",38.3,10.6,38.3,"82.677485217","94.755003478",31,53
"Verlander, Justin",434378,2024,41,"17","90.1",396,358,98,67,14,2,15,74,27,18.7,6.8,".274",".450",".331","0.781",".234",".389",".337",".301",".297",".155","71",18.2,10.6,8.5,32.6,26,"7.3",6,"88.6","20.9",39.1,6.9,32.5,"78.654585694","93.349929268",21.3,48.7
"Graterol, Brusdar",660813,2024,25,"7","7.1",26,25,3,3,0,0,0,7,1,26.9,3.8,".120",".120",".154","0.274",".255",".310",".128",".265",".284",".056","71",22.2,9.3,7.9,25.9,22.2,"7",2,"84.3","12.8",44.4,0,27.8,"71.830585556","92.447147778",26.5,48.5
"Kelly, Merrill",518876,2024,35,"13","73.2",300,277,67,39,16,1,11,63,19,21,6.3,".242",".426",".294","0.720",".263",".470",".311",".340",".314",".207","72.7",30.6,14.2,11.4,32.3,25.9,"7.5",7,"90.5","11",33.5,10.7,40.9,"80.356688571","94.677066333",21.3,48.2
"Beeter, Clayton",690925,2024,25,"3","3.2",15,14,4,2,2,0,0,5,1,33.3,6.7,".286",".429",".333","0.762",".236",".392",".331",".295",".287",".156","72",30,16.7,10,33.3,20,"7.4",0,"89.8","21.8",44.4,11.1,44.4,"80.67007","94.809516667",32,49
"Contreras, Luis",664351,2024,28,"5","6.0",26,24,7,5,2,0,0,6,2,23.1,7.7,".292",".375",".346","0.721",".221",".351",".319",".280",".281",".131","70.9",12.2,19.4,14.6,32.3,24.4,"7.4",0,"89.7","19.2",27.8,5.6,50,"77.103115556","95.387153889",25.5,44.8
"Maciejewski, Josh",656671,2024,28,"4","7.0",27,25,4,2,1,0,1,7,2,25.9,7.4,".160",".320",".222","0.542",".249",".404",".239",".309",".305",".155","72.2",23.3,18.2,14,33.3,25.6,"7.8",2,"86.4","4.9",27.8,5.6,38.9,"72.772375556","94.188950556",30,52.1
"Mize, Casey",663554,2024,27,"22","102.1",452,417,121,86,20,4,11,78,29,17.3,6.4,".290",".436",".336","0.772",".286",".431",".335",".334",".334",".145","71.4",21.4,17.1,13.4,37.6,29.4,"7.2",9,"90.6","9.3",32.4,7.9,44.6,"79.855545471","95.082817876",22,49.5
"Weaver, Luke",596133,2024,30,"62","84.0",331,296,52,29,9,4,10,103,26,31.1,7.9,".176",".334",".248","0.582",".200",".360",".256",".283",".275",".161","71.4",22.4,11.5,7.6,30.6,20.1,"7.3",12,"89.1","16.5",36.4,8.6,38.4,"77.937654388","94.297465641",33.5,49.7
"Villalobos, Eli",681871,2024,27,"3","4.1",18,16,3,1,1,0,1,3,2,16.7,11.1,".188",".438",".278","0.716",".258",".565",".309",".385",".340",".307","72",17.4,21.1,17.4,47.4,39.1,"7.5",1,"93.4","21.2",46.2,15.4,46.2,"86.305152857","95.666697692",24.1,40.8
"Brown, Hunter",686613,2024,25,"31","170.0",712,645,156,120,16,2,18,179,60,25.1,8.4,".242",".357",".310","0.667",".225",".333",".296",".283",".296",".108","71.3",21.7,10,7.6,28.6,21.7,"7",25,"86.2","9.6",28,4.5,30.3,"74.687517768","92.855098176",25.1,46.3
"Falter, Bailey",663559,2024,27,"28","142.1",589,531,138,86,34,1,17,97,45,16.5,7.6,".260",".424",".315","0.739",".267",".450",".320",".336",".324",".183","71.9",25.8,15.8,12.9,37.4,30.5,"7.2",15,"90.1","17",36.6,9,41.3,"79.920380413","94.430660482",19.6,49.5
