Player Name,Team,Position,Salary,Years,Total Value,Average Annual,Normalized Name,p_game,p_formatted_ip,pa,ab,hit,single,double,triple,home_run,strikeout,walk,k_percent,bb_percent,batting_avg,slg_percent,on_base_percent,on_base_plus_slg,xba,xslg,woba,xwoba,xobp,xiso,avg_swing_speed,fast_swing_rate,blasts_contact,blasts_swing,squared_up_contact,squared_up_swing,avg_swing_length,swords,exit_velocity_avg,launch_angle_avg,sweet_spot_percent,barrel_batted_rate,hard_hit_percent,avg_best_speed,avg_hyper_speed,whiff_percent,swing_percent
"Sandlin, Nick",Guardians,RHP,1075000,,0,0.0,Nick Sandlin,68,57.2,246,207,46,26,8,0,12,68,27,27.6,11.0,0.222,0.435,0.325,0.76,0.222,0.413,0.328,0.326,0.328,0.19,71.4,18.5,17.5,11.9,33.5,22.8,7.7,7.0,91.3,18.3,29.0,11.0,42.8,81.073197324,95.121476028,33.7,47.1
"Okert, Steven",Twins,LHP,1062500,,0,0.0,Steven Okert,44,35.1,160,139,37,23,7,1,6,33,16,20.6,10.0,0.266,0.46,0.352,0.812,0.23,0.391,0.347,0.311,0.324,0.162,71.0,22.8,11.8,9.2,30.3,23.7,7.4,4.0,85.5,19.7,37.0,8.3,29.6,74.045914231,92.501172981,23.6,45.5
"Burke, Brock",Rangers,LHP,1035000,,0,0.0,Brock Burke,34,34.0,154,135,37,20,12,1,4,41,16,26.6,10.4,0.274,0.467,0.357,0.824,0.226,0.33,0.352,0.29,0.319,0.104,71.2,21.5,12.1,8.8,28.4,20.7,7.3,3.0,90.1,12.6,30.5,4.2,41.1,80.677251667,94.312216211,29.1,52.5
"Wilson, Bryse",Brewers,RHP,1025000,,0,0.0,Bryse Wilson,34,104.2,442,405,102,71,9,2,20,82,31,18.6,7.0,0.252,0.432,0.311,0.743,0.279,0.476,0.323,0.351,0.336,0.197,71.9,24.6,16.9,13.6,34.6,27.9,7.3,8.0,89.7,16.7,37.5,9.2,44.3,78.447193333,94.771325015,20.8,48.3
"Sborz, Josh",Rangers,RHP,1025000,,0,0.0,Josh Sborz,17,16.1,68,65,16,11,4,0,1,17,3,25.0,4.4,0.246,0.354,0.279,0.633,0.27,0.406,0.277,0.31,0.303,0.136,71.3,20.4,9.0,7.1,24.7,19.5,7.3,1.0,88.6,13.3,35.4,6.3,39.6,77.966238333,93.74685875,23.0,48.9
"Newcomb, Sean",Athletics,LHP,1000000,,0,0.0,Sean Newcomb,7,10.0,45,35,9,6,1,0,2,7,8,15.6,17.8,0.257,0.457,0.409,0.866,0.237,0.42,0.376,0.357,0.393,0.184,71.1,20.9,12.5,10.4,32.1,26.9,7.0,1.0,88.7,11.9,24.1,6.9,44.8,77.250324286,94.435599286,19.7,41.3
"Strider, Spencer",Braves,RHP,1000000,6,75000000,12500000.0,Spencer Strider,2,9.0,42,37,10,6,2,0,2,12,5,28.6,11.9,0.27,0.486,0.357,0.843,0.238,0.408,0.365,0.325,0.328,0.17,73.1,35.9,13.8,10.3,24.1,17.9,7.4,1.0,87.0,16.8,32.0,12.0,36.0,75.549386923,93.5540176,33.0,51.1
"Treinen, Blake",Dodgers,RHP,1000000,,0,0.0,Blake Treinen,50,46.2,184,170,33,19,9,0,5,56,11,30.4,6.0,0.194,0.335,0.25,0.585,0.187,0.295,0.257,0.242,0.245,0.108,71.6,25.4,10.9,8.4,29.2,22.4,7.3,17.0,87.6,14.0,23.5,5.2,33.9,76.513433684,93.467248053,27.9,48.2
"Vesia, Alex",Dodgers,LHP,1000000,,0,0.0,Alex Vesia,67,66.1,263,223,33,16,9,1,7,87,33,33.1,12.5,0.148,0.291,0.26,0.551,0.157,0.319,0.246,0.26,0.267,0.163,71.5,24.9,8.4,6.0,25.4,18.1,7.2,12.0,87.5,30.0,29.3,12.1,35.0,76.246164853,93.468041029,31.3,47.5
"Smith, Burch",Marlins,RHP,1000000,,0,0.0,Burch Smith,50,56.1,241,222,64,45,13,0,6,46,12,19.1,5.0,0.288,0.428,0.328,0.756,0.268,0.436,0.328,0.325,0.312,0.168,71.0,19.5,16.9,13.7,38.3,31.0,7.1,8.0,90.7,12.9,34.8,9.4,44.8,80.714325955,94.889536124,20.7,51.3
"Tonkin, Michael",Mets,RHP,1000000,,0,0.0,Michael Tonkin,57,79.1,340,297,70,49,14,1,6,85,30,25.0,8.8,0.236,0.35,0.318,0.668,0.253,0.392,0.296,0.321,0.334,0.139,71.3,17.7,10.9,8.6,29.7,23.4,7.3,13.0,88.0,12.5,35.9,7.4,35.0,76.903440926,93.662756111,23.7,47.2
"Webb, Jacob",Orioles,RHP,1000000,,0,0.0,Jacob Webb,60,56.2,237,208,40,25,11,0,4,58,27,24.5,11.4,0.192,0.303,0.287,0.59,0.212,0.351,0.266,0.291,0.304,0.139,70.8,18.3,10.2,7.6,29.1,21.7,7.3,9.0,87.4,17.7,33.8,7.9,34.4,76.061058133,93.4304094,27.4,49.6
"Devenski, Chris",Rays,RHP,1000000,,0,0.0,Chris Devenski,19,26.2,122,108,28,12,6,1,9,24,14,19.7,11.5,0.259,0.583,0.344,0.927,0.247,0.525,0.392,0.367,0.334,0.277,71.7,21.1,13.6,10.3,32.6,24.6,7.5,3.0,91.0,26.4,33.3,11.9,44.0,80.729336429,95.02254,27.1,45.0
"Staumont, Josh",Twins,RHP,950000,,0,0.0,Josh Staumont,25,24.1,102,85,17,16,1,0,0,18,14,17.6,13.7,0.2,0.212,0.314,0.526,0.248,0.324,0.252,0.322,0.361,0.076,71.3,22.9,12.0,9.2,32.5,24.8,7.1,4.0,86.8,11.8,29.0,2.9,34.8,75.405291471,93.140265294,25.9,44.0
"Mantiply, Joe",Diamondbacks,LHP,925000,,0,0.0,Joe Mantiply,75,59.2,243,225,52,33,14,4,1,53,18,21.8,7.4,0.231,0.342,0.288,0.63,0.229,0.369,0.265,0.278,0.286,0.14,71.4,18.9,14.8,11.0,34.1,25.2,7.5,9.0,88.1,5.4,26.2,7.6,41.9,76.265567024,94.272291557,27.5,52.8
"Hamilton, Ian",Yankees,RHP,923050,,0,0.0,Ian Hamilton,35,37.2,163,142,37,25,10,0,2,41,14,25.2,8.6,0.261,0.373,0.331,0.704,0.248,0.353,0.31,0.301,0.323,0.104,70.8,15.0,11.7,7.7,34.5,22.7,7.4,10.0,89.5,13.9,34.3,3.8,37.1,79.771145283,93.768760381,36.5,50.4
"Stewart, Brock",Twins,RHP,900000,,0,0.0,Brock Stewart,16,15.2,67,59,15,10,3,0,2,20,8,29.9,11.9,0.254,0.407,0.343,0.75,0.244,0.364,0.331,0.312,0.335,0.119,70.3,14.4,15.3,10.6,27.8,19.2,6.9,2.0,91.2,15.6,48.7,2.6,59.0,78.9947535,96.962948718,30.4,50.4
"Bazardo, Eduard",Mariners,RHP,870600,,0,0.0,Eduard Bazardo,23,27.2,108,98,20,15,3,0,2,33,9,30.6,8.3,0.204,0.296,0.271,0.567,0.186,0.279,0.255,0.243,0.255,0.092,71.2,21.2,10.4,7.6,28.0,20.6,7.4,2.0,87.3,10.4,21.2,4.5,33.3,77.042262424,92.956859077,29.0,45.4
"Romero, JoJo",Cardinals,LHP,860000,,0,0.0,JoJo Romero,65,59.0,243,220,52,33,11,0,8,51,16,21.0,6.6,0.236,0.395,0.302,0.697,0.271,0.459,0.305,0.346,0.334,0.188,71.6,22.3,20.6,16.2,43.7,34.4,7.4,9.0,89.9,7.9,34.5,10.5,39.8,79.342751566,94.412021758,25.4,43.7
"McFarland, T.J.",Athletics,LHP,850000,,0,0.0,T.J. McFarland,79,56.2,235,210,53,37,12,0,4,39,17,16.6,7.2,0.252,0.367,0.316,0.683,0.24,0.343,0.293,0.285,0.308,0.103,71.0,18.5,13.2,11.3,35.0,29.8,7.3,11.0,87.5,3.2,26.3,4.6,34.9,76.102289176,93.452573471,19.2,46.2
"Fleming, Josh",Pirates,LHP,850000,,0,0.0,Josh Fleming,25,31.1,138,123,34,25,6,0,3,17,14,12.3,10.1,0.276,0.398,0.355,0.753,0.257,0.374,0.334,0.32,0.339,0.117,72.0,26.2,15.0,12.3,31.9,26.2,7.4,0.0,86.6,6.6,23.6,3.8,33.3,74.968682692,93.077588462,18.8,46.8
"Ryan, Ryder",Pirates,RHP,830000,,0,0.0,Ryder Ryan,15,20.2,93,78,21,13,5,1,2,17,9,18.3,9.7,0.269,0.436,0.359,0.795,0.269,0.451,0.346,0.358,0.363,0.181,72.6,27.4,17.6,14.5,36.3,29.8,7.7,3.0,90.2,15.9,36.5,11.1,44.4,79.664268065,94.773042295,23.5,52.6
"Antone, Tejay",Reds,RHP,830000,,0,0.0,Tejay Antone,4,2.0,11,7,2,1,1,0,0,2,4,18.2,36.4,0.286,0.429,0.545,0.974,0.211,0.253,0.445,0.378,0.498,0.042,72.7,33.3,0.0,0.0,50.0,33.3,7.3,0.0,88.9,10.3,20.0,0.0,40.0,81.117933333,93.074514,31.3,34.0
"Mize, Casey",Tigers,RHP,830000,,0,0.0,Casey Mize,22,102.1,452,417,121,86,20,4,11,78,29,17.3,6.4,0.29,0.436,0.336,0.772,0.286,0.431,0.335,0.334,0.334,0.145,71.4,21.4,17.1,13.4,37.6,29.4,7.2,9.0,90.6,9.3,32.4,7.9,44.6,79.855545471,95.082817876,22.0,49.5
"Akin, Keegan",Orioles,LHP,825000,,0,0.0,Keegan Akin,66,78.2,313,285,55,31,13,2,9,97,19,31.0,6.1,0.193,0.347,0.244,0.591,0.184,0.31,0.255,0.245,0.24,0.127,70.8,16.7,11.0,8.0,31.4,22.7,7.2,8.0,88.3,18.5,29.7,7.7,37.4,77.430605158,93.834416667,30.0,47.2
"Adams, Austin",Athletics,RHP,800000,,0,0.0,Austin Adams,56,41.1,191,152,38,22,12,0,4,53,23,27.7,12.0,0.25,0.408,0.389,0.797,0.204,0.309,0.354,0.312,0.357,0.106,71.4,21.2,11.0,7.3,24.9,16.5,7.2,8.0,85.1,16.6,34.3,4.9,31.4,73.239764706,92.641949703,35.3,41.5
"Stratton, Hunter",Pirates,RHP,800000,,0,0.0,Hunter Stratton,36,37.2,158,145,37,26,8,0,3,33,7,20.9,4.4,0.255,0.372,0.303,0.675,0.233,0.355,0.297,0.282,0.282,0.122,71.5,23.9,14.0,10.8,29.5,22.7,7.3,3.0,87.3,19.4,32.2,6.1,31.3,76.05360375,93.397733694,27.4,52.3
"Shaw, Bryan",White Sox,RHP,800000,,0,0.0,Bryan Shaw,5,4.0,24,20,8,4,3,0,1,4,4,16.7,16.7,0.4,0.7,0.5,1.2,0.298,0.551,0.496,0.404,0.415,0.253,72.4,28.6,11.5,10.7,26.9,25.0,7.1,0.0,95.5,15.6,43.8,18.8,56.3,88.41937875,96.5800975,14.0,45.3
"Burdi, Nick",Yankees,RHP,800000,,0,0.0,Nick Burdi,12,9.2,45,34,5,4,0,0,1,12,9,26.7,20.0,0.147,0.235,0.356,0.591,0.155,0.234,0.294,0.297,0.362,0.079,71.4,23.2,4.7,3.6,20.9,16.1,7.3,0.0,84.0,30.2,31.8,4.5,31.8,70.793199091,92.596190455,26.7,41.0
"Pearson, Nate",Blue Jays,RHP,800000,,0,0.0,Nate Pearson,60,66.1,285,255,67,41,14,0,12,74,21,26.0,7.4,0.263,0.459,0.319,0.778,0.242,0.431,0.333,0.324,0.306,0.189,70.6,14.8,14.8,11.1,40.7,30.6,7.3,15.0,90.9,16.8,38.0,10.2,45.5,81.328956452,94.629260108,27.8,46.6
"Crochet, Garrett",White Sox,LHP,800000,,0,0.0,Garrett Crochet,32,146.0,595,555,123,78,25,2,18,209,33,35.1,5.5,0.222,0.371,0.271,0.642,0.204,0.341,0.28,0.263,0.255,0.137,71.4,20.6,11.0,7.5,27.0,18.4,7.2,20.0,88.3,11.1,34.5,9.2,38.8,76.536271919,94.146127471,33.1,53.2
"Kirby, George",Mariners,RHP,798600,,0,0.0,George Kirby,33,191.0,778,740,181,118,38,3,22,179,23,23.0,3.0,0.245,0.393,0.272,0.665,0.236,0.396,0.287,0.288,0.266,0.16,71.1,19.2,11.3,8.9,31.6,24.7,7.1,36.0,89.0,14.8,30.5,8.1,36.3,78.774593274,93.753520357,24.1,53.4
"Scott, Tayler",Astros,RHP,790000,,0,0.0,Tayler Scott,62,68.2,282,239,45,31,6,1,7,71,35,25.2,12.4,0.188,0.31,0.299,0.609,0.217,0.31,0.275,0.289,0.325,0.093,70.5,16.4,11.4,8.2,33.6,24.2,7.3,11.0,88.0,13.5,33.3,3.5,35.7,77.730330353,93.408071,29.5,44.2
"Alcala, Jorge",Twins,RHP,790000,,0,0.0,Jorge Alcala,54,58.1,235,210,40,23,8,1,8,58,20,24.7,8.5,0.19,0.352,0.269,0.621,0.194,0.344,0.273,0.275,0.274,0.15,71.3,21.1,10.1,7.3,29.1,21.1,7.3,7.0,86.6,19.0,32.0,7.2,32.7,75.350600132,92.994573289,28.1,48.9
"Manoah, Alek",Blue Jays,RHP,782500,,0,0.0,Alek Manoah,5,24.1,103,90,17,10,2,0,5,26,8,25.2,7.8,0.189,0.378,0.282,0.66,0.217,0.406,0.291,0.314,0.307,0.189,70.7,11.7,13.9,10.4,32.8,24.5,7.2,4.0,88.6,16.3,35.4,10.8,35.4,78.062978788,93.795717077,28.2,47.7
"Vieira, Thyago",Brewers,RHP,777500,,0,0.0,Thyago Vieira,28,38.0,177,147,37,22,6,1,8,39,26,22.0,14.7,0.252,0.469,0.367,0.836,0.24,0.443,0.361,0.35,0.358,0.203,71.6,24.8,13.5,10.4,32.9,25.2,7.3,6.0,89.6,13.0,35.5,10.0,45.5,78.028932,94.877831101,24.8,43.3
"Brown, Hunter",Astros,RHP,774500,,0,0.0,Hunter Brown,31,170.0,712,645,156,120,16,2,18,179,60,25.1,8.4,0.242,0.357,0.31,0.667,0.225,0.333,0.296,0.283,0.296,0.108,71.3,21.7,10.0,7.6,28.6,21.7,7.0,25.0,86.2,9.6,28.0,4.5,30.3,74.687517768,92.855098176,25.1,46.3
"Weems, Jordan",Nationals,RHP,773500,,0,0.0,Jordan Weems,41,41.2,196,170,49,32,8,2,7,35,24,17.9,12.2,0.288,0.482,0.383,0.865,0.257,0.433,0.376,0.348,0.355,0.176,71.2,19.3,13.3,11.0,33.7,27.9,7.2,6.0,89.7,15.1,33.3,8.9,43.0,78.845853433,94.783032331,20.3,49.0
"Reid-Foley, Sean",Mets,RHP,772750,,0,0.0,Sean Reid-Foley,23,21.2,90,75,13,11,2,0,0,25,14,27.8,15.6,0.173,0.2,0.3,0.5,0.198,0.238,0.243,0.266,0.321,0.04,70.5,17.6,13.6,9.9,32.0,23.2,6.9,5.0,88.9,6.9,19.6,0.0,39.2,77.100226923,94.776466863,29.4,44.2
"Detmers, Reid",Angels,LHP,770000,,0,0.0,Reid Detmers,17,87.1,391,348,98,57,20,3,18,109,38,27.9,9.7,0.282,0.511,0.353,0.864,0.23,0.404,0.37,0.314,0.309,0.174,71.6,22.1,12.5,9.3,33.0,24.5,7.4,17.0,89.9,16.2,34.3,10.7,39.3,80.195033,94.042631125,29.2,48.9
"Doval, Camilo",Giants,RHP,770000,,0,0.0,Camilo Doval,62,59.0,271,224,54,32,15,2,5,78,39,28.8,14.4,0.241,0.393,0.353,0.746,0.187,0.317,0.327,0.288,0.313,0.131,71.2,22.1,15.7,10.3,33.2,21.8,7.6,11.0,89.5,-0.2,27.6,8.6,42.8,77.661772838,94.940437415,34.3,43.6
"Bender, Anthony",Marlins,RHP,770000,,0,0.0,Anthony Bender,59,53.0,228,204,50,35,11,1,3,59,18,25.9,7.9,0.245,0.353,0.317,0.67,0.23,0.34,0.296,0.288,0.304,0.11,71.0,19.4,13.3,11.0,30.4,25.1,7.3,7.0,87.7,8.7,32.0,4.8,40.8,75.789157808,93.922491164,22.2,42.9
"Houck, Tanner",Red Sox,RHP,770000,,0,0.0,Tanner Houck,30,178.2,743,674,156,118,27,0,11,154,48,20.7,6.5,0.231,0.32,0.296,0.616,0.257,0.384,0.276,0.313,0.321,0.127,71.6,22.5,16.0,12.6,36.8,29.0,7.4,17.0,89.4,3.8,30.2,5.7,41.8,78.489312385,94.430703969,22.6,46.8
"France, J.P.",Astros,RHP,767600,,0,0.0,J.P. France,5,25.1,121,107,31,18,8,0,5,22,12,18.2,9.9,0.29,0.505,0.364,0.869,0.27,0.487,0.373,0.362,0.347,0.217,72.2,25.7,18.3,13.9,35.8,27.1,7.6,1.0,87.9,19.4,39.5,9.3,32.6,76.047422326,93.960344767,25.5,42.1
"White, Mitch",Blue Jays,RHP,766400,,0,0.0,Mitch White,13,23.2,110,92,26,16,4,2,4,13,13,11.8,11.8,0.283,0.5,0.37,0.87,0.286,0.51,0.366,0.376,0.375,0.224,71.9,29.9,13.2,11.0,30.9,25.6,7.3,2.0,89.3,12.4,38.6,8.4,42.2,78.709074634,94.431125432,16.0,51.3
"Foley, Jason",Tigers,RHP,766300,,0,0.0,Jason Foley,69,60.0,250,224,51,37,8,1,5,46,20,18.4,8.0,0.228,0.339,0.293,0.632,0.255,0.392,0.277,0.316,0.324,0.137,71.7,23.8,14.8,11.8,36.7,29.2,7.2,6.0,89.5,7.5,36.8,6.6,41.2,78.215652333,94.6846625,22.3,49.1
"Megill, Tylor",Mets,RHP,766250,,0,0.0,Tylor Megill,16,78.0,337,298,70,46,15,1,8,91,32,27.0,9.5,0.235,0.372,0.315,0.687,0.237,0.392,0.304,0.316,0.319,0.155,71.2,21.4,13.3,9.8,30.7,22.7,7.2,17.0,88.9,12.3,36.4,10.0,42.6,77.633376214,94.285350976,28.6,49.0
"Bielak, Brandon",Astros,RHP,765000,,0,0.0,Brandon Bielak,16,29.2,140,125,39,24,9,1,5,14,13,10.0,9.3,0.312,0.52,0.386,0.906,0.296,0.517,0.391,0.385,0.372,0.221,72.3,24.5,14.4,12.0,35.9,29.9,7.5,3.0,89.2,15.4,36.0,9.9,38.7,79.096870714,94.021383243,17.2,45.7
"Nelson, Ryne",Diamondbacks,RHP,764300,,0,0.0,Ryne Nelson,28,150.2,630,583,155,93,36,9,17,126,34,20.0,5.4,0.266,0.446,0.308,0.754,0.267,0.413,0.322,0.315,0.311,0.146,71.1,20.4,14.1,11.7,32.9,27.4,7.0,18.0,90.1,12.0,34.5,7.5,41.6,79.83287319,94.487586272,18.2,51.8
"Garrett, Braxton",Marlins,LHP,764000,,0,0.0,Braxton Garrett,7,37.0,161,152,40,27,8,0,5,34,4,21.1,2.5,0.263,0.414,0.304,0.718,0.268,0.438,0.313,0.324,0.309,0.17,72.4,28.5,23.2,18.9,38.9,31.7,7.5,8.0,92.3,9.0,31.4,8.5,48.3,82.180876441,96.042057521,21.8,47.6
"Cuas, Jose",Cubs,RHP,762000,,0,0.0,Jose Cuas,13,16.1,83,67,19,13,1,1,4,17,10,20.5,12.0,0.284,0.507,0.41,0.917,0.268,0.52,0.394,0.394,0.398,0.252,71.4,19.8,13.7,10.4,42.5,32.3,7.1,1.0,92.8,15.6,35.3,11.8,43.1,84.869879231,94.905666078,28.4,44.2
"Ober, Bailey",Twins,RHP,761850,,0,0.0,Bailey Ober,31,178.2,709,655,136,75,29,5,27,191,43,26.9,6.1,0.208,0.391,0.261,0.652,0.209,0.371,0.282,0.279,0.264,0.162,71.6,23.2,10.7,7.6,31.4,22.3,7.5,22.0,87.5,20.4,34.8,8.3,34.3,76.699154464,93.270078151,29.0,52.4
"Jax, Griffin",Twins,RHP,761750,,0,0.0,Griffin Jax,72,71.0,276,256,47,33,7,3,4,95,15,34.4,5.4,0.184,0.281,0.234,0.515,0.187,0.307,0.227,0.24,0.237,0.12,70.9,15.6,13.7,8.8,33.9,21.8,7.3,22.0,88.2,6.3,23.9,8.0,38.7,77.101383951,93.862430186,37.8,52.1
"Cabrera, Edward",Marlins,RHP,761000,,0,0.0,Edward Cabrera,20,96.1,417,361,82,54,12,1,15,107,49,25.7,11.8,0.227,0.391,0.326,0.717,0.243,0.419,0.317,0.335,0.34,0.176,72.4,26.9,14.5,10.8,28.7,21.3,7.4,20.0,89.7,10.0,32.4,8.6,45.7,78.09417746,94.921917421,28.0,45.5
"Brogdon, Connor",Phillies,RHP,761000,,0,0.0,Connor Brogdon,4,3.0,19,13,5,0,1,0,4,3,6,15.8,31.6,0.385,1.385,0.579,1.964,0.371,1.007,0.715,0.61,0.57,0.636,77.3,57.1,28.6,28.6,42.9,42.9,8.1,0.0,94.2,13.3,40.0,30.0,50.0,83.925552,97.431237,28.2,40.2
"Vest, Will",Tigers,RHP,760700,,0,0.0,Will Vest,69,70.1,289,261,61,48,9,1,3,63,18,21.8,6.2,0.234,0.31,0.285,0.595,0.26,0.37,0.261,0.302,0.315,0.11,70.5,15.5,10.9,8.4,32.8,25.4,6.9,5.0,88.4,7.4,36.6,2.9,38.0,77.72099951,93.836313088,24.3,49.9
"Lange, Alex",Tigers,RHP,760600,,0,0.0,Alex Lange,21,18.2,90,69,16,12,4,0,0,21,17,23.3,18.9,0.232,0.29,0.398,0.688,0.245,0.315,0.327,0.341,0.408,0.071,71.8,22.7,16.0,11.3,34.0,24.1,7.5,5.0,91.6,9.5,30.0,2.0,52.0,81.659957083,95.672161667,33.3,43.0
"Henry, Tommy",Diamondbacks,LHP,760500,,0,0.0,Tommy Henry,9,38.1,182,157,49,26,12,2,9,30,18,16.5,9.9,0.312,0.586,0.392,0.978,0.29,0.511,0.414,0.384,0.375,0.221,72.7,31.9,16.6,14.0,33.6,28.4,7.5,1.0,91.3,13.1,34.6,11.5,46.2,81.22754,95.232340698,16.7,46.7
"Lee, Dylan",Braves,LHP,760000,,0,0.0,Dylan Lee,52,59.2,240,221,49,30,11,1,7,76,17,31.7,7.1,0.222,0.376,0.276,0.652,0.198,0.33,0.277,0.25,0.255,0.131,71.7,23.5,11.6,7.3,30.5,19.3,7.8,13.0,87.5,16.8,35.4,7.5,32.0,76.755771507,93.202362621,37.7,57.4
"Grove, Michael",Dodgers,RHP,760000,,0,0.0,Michael Grove,39,51.0,216,191,46,32,7,1,6,54,16,25.0,7.4,0.241,0.382,0.316,0.698,0.222,0.359,0.308,0.296,0.302,0.137,71.4,24.9,12.0,9.0,31.5,23.5,7.5,9.0,87.6,10.5,30.9,9.4,33.8,76.042672857,93.625837194,26.6,46.3
"Crawford, Kutter",Red Sox,RHP,760000,,0,0.0,Kutter Crawford,33,183.2,759,695,155,89,30,2,34,175,51,23.1,6.7,0.223,0.419,0.284,0.703,0.224,0.412,0.304,0.304,0.285,0.188,72.3,29.9,12.9,9.9,30.1,23.1,7.4,24.0,88.4,19.8,33.4,9.9,36.3,77.710617066,93.646279363,25.3,52.0
"Winckowski, Josh",Red Sox,RHP,760000,,0,0.0,Josh Winckowski,40,76.0,336,298,81,56,15,0,10,60,26,17.9,7.7,0.272,0.423,0.334,0.757,0.262,0.411,0.327,0.322,0.328,0.148,71.3,21.2,16.8,13.7,35.8,29.2,7.0,11.0,88.5,7.1,34.1,6.1,43.1,76.730726667,94.343318208,20.9,47.8
